starttime	seconds	ctime	dtime	ttime	wait
Fri Oct 13 20:18:13 2023	1697253493	1	856	856	745
Fri Oct 13 20:18:10 2023	1697253490	0	857	857	513
Fri Oct 13 20:18:13 2023	1697253493	0	857	857	727
Fri Oct 13 20:18:10 2023	1697253490	0	857	857	513
Fri Oct 13 20:18:13 2023	1697253493	0	857	857	726
Fri Oct 13 20:18:05 2023	1697253485	0	858	858	390
Fri Oct 13 20:18:14 2023	1697253494	0	858	858	694
Fri Oct 13 20:18:11 2023	1697253491	0	858	858	444
Fri Oct 13 20:18:16 2023	1697253496	0	859	859	746
Fri Oct 13 20:18:06 2023	1697253486	1	859	860	500
Fri Oct 13 20:18:05 2023	1697253485	0	861	861	389
Fri Oct 13 20:18:11 2023	1697253491	1	861	861	843
Fri Oct 13 20:18:06 2023	1697253486	0	861	861	755
Fri Oct 13 20:18:05 2023	1697253485	0	861	861	438
Fri Oct 13 20:18:13 2023	1697253493	0	862	862	646
Fri Oct 13 20:18:14 2023	1697253494	0	862	862	784
Fri Oct 13 20:18:07 2023	1697253487	0	861	862	758
Fri Oct 13 20:18:16 2023	1697253496	0	862	862	513
Fri Oct 13 20:18:07 2023	1697253487	1	862	862	810
Fri Oct 13 20:18:06 2023	1697253486	1	862	863	792
Fri Oct 13 20:18:06 2023	1697253486	0	863	863	709
Fri Oct 13 20:18:10 2023	1697253490	0	864	864	753
Fri Oct 13 20:18:06 2023	1697253486	0	864	864	858
Fri Oct 13 20:18:06 2023	1697253486	0	864	864	779
Fri Oct 13 20:18:13 2023	1697253493	1	864	864	746
Fri Oct 13 20:18:14 2023	1697253494	0	865	865	730
Fri Oct 13 20:18:09 2023	1697253489	0	865	865	256
Fri Oct 13 20:18:06 2023	1697253486	1	865	865	713
Fri Oct 13 20:18:16 2023	1697253496	1	865	865	802
Fri Oct 13 20:18:10 2023	1697253490	0	866	866	619
Fri Oct 13 20:18:10 2023	1697253490	0	866	866	711
Fri Oct 13 20:18:10 2023	1697253490	0	866	866	638
Fri Oct 13 20:18:10 2023	1697253490	0	866	866	805
Fri Oct 13 20:18:10 2023	1697253490	0	866	866	706
Fri Oct 13 20:18:10 2023	1697253490	0	867	867	541
Fri Oct 13 20:18:06 2023	1697253486	1	866	867	690
Fri Oct 13 20:18:11 2023	1697253491	0	867	867	846
Fri Oct 13 20:18:13 2023	1697253493	0	867	867	778
Fri Oct 13 20:18:10 2023	1697253490	1	866	867	855
Fri Oct 13 20:18:08 2023	1697253488	0	868	868	779
Fri Oct 13 20:18:15 2023	1697253495	1	867	868	846
Fri Oct 13 20:18:13 2023	1697253493	1	868	868	713
Fri Oct 13 20:18:11 2023	1697253491	0	869	869	846
Fri Oct 13 20:18:10 2023	1697253490	1	868	869	856
Fri Oct 13 20:18:10 2023	1697253490	1	868	869	844
Fri Oct 13 20:18:10 2023	1697253490	0	869	869	717
Fri Oct 13 20:18:06 2023	1697253486	1	869	870	730
Fri Oct 13 20:18:17 2023	1697253497	0	870	870	861
Fri Oct 13 20:18:13 2023	1697253493	0	871	871	500
Fri Oct 13 20:18:13 2023	1697253493	0	871	871	743
Fri Oct 13 20:18:15 2023	1697253495	1	871	871	831
Fri Oct 13 20:18:11 2023	1697253491	1	871	871	450
Fri Oct 13 20:18:15 2023	1697253495	0	871	871	413
Fri Oct 13 20:18:14 2023	1697253494	1	871	872	720
Fri Oct 13 20:18:10 2023	1697253490	1	871	872	855
Fri Oct 13 20:18:07 2023	1697253487	0	872	872	778
Fri Oct 13 20:18:06 2023	1697253486	1	872	873	773
Fri Oct 13 20:18:10 2023	1697253490	0	875	875	449
Fri Oct 13 20:18:14 2023	1697253494	1	874	875	727
Fri Oct 13 20:18:05 2023	1697253485	1	874	875	455
Fri Oct 13 20:18:09 2023	1697253489	0	875	875	720
Fri Oct 13 20:18:15 2023	1697253495	0	875	875	833
Fri Oct 13 20:18:10 2023	1697253490	0	875	875	855
Fri Oct 13 20:18:11 2023	1697253491	0	876	876	852
Fri Oct 13 20:18:13 2023	1697253493	0	876	876	526
Fri Oct 13 20:18:08 2023	1697253488	0	876	876	589
Fri Oct 13 20:18:11 2023	1697253491	1	876	877	853
Fri Oct 13 20:18:14 2023	1697253494	0	877	877	768
Fri Oct 13 20:18:12 2023	1697253492	0	878	878	823
Fri Oct 13 20:18:08 2023	1697253488	0	878	878	617
Fri Oct 13 20:18:12 2023	1697253492	0	878	878	823
Fri Oct 13 20:18:14 2023	1697253494	0	879	879	489
Fri Oct 13 20:18:09 2023	1697253489	0	879	879	555
Fri Oct 13 20:18:09 2023	1697253489	0	879	879	583
Fri Oct 13 20:18:13 2023	1697253493	0	880	880	556
Fri Oct 13 20:18:14 2023	1697253494	0	881	881	771
Fri Oct 13 20:18:09 2023	1697253489	0	881	881	668
Fri Oct 13 20:18:09 2023	1697253489	0	882	882	622
Fri Oct 13 20:18:14 2023	1697253494	0	882	882	773
Fri Oct 13 20:18:17 2023	1697253497	0	885	885	845
Fri Oct 13 20:18:06 2023	1697253486	0	886	886	755
Fri Oct 13 20:18:08 2023	1697253488	0	886	886	632
Fri Oct 13 20:18:15 2023	1697253495	5	882	887	698
Fri Oct 13 20:18:13 2023	1697253493	0	887	887	552
Fri Oct 13 20:18:08 2023	1697253488	0	887	887	662
Fri Oct 13 20:18:05 2023	1697253485	2	886	888	482
Fri Oct 13 20:18:05 2023	1697253485	0	888	888	522
Fri Oct 13 20:18:14 2023	1697253494	0	889	889	390
Fri Oct 13 20:18:15 2023	1697253495	0	889	889	706
Fri Oct 13 20:18:12 2023	1697253492	0	889	889	750
Fri Oct 13 20:18:13 2023	1697253493	0	890	890	829
Fri Oct 13 20:18:06 2023	1697253486	1	889	890	761
Fri Oct 13 20:18:17 2023	1697253497	0	891	891	878
Fri Oct 13 20:18:09 2023	1697253489	4	889	893	660
Fri Oct 13 20:18:10 2023	1697253490	0	894	894	608
Fri Oct 13 20:18:16 2023	1697253496	3	891	894	782
Fri Oct 13 20:18:16 2023	1697253496	0	894	894	875
Fri Oct 13 20:18:12 2023	1697253492	0	895	895	748
Fri Oct 13 20:18:07 2023	1697253487	0	895	895	878
Fri Oct 13 20:18:15 2023	1697253495	0	895	895	863
Fri Oct 13 20:18:15 2023	1697253495	2	895	896	826
Fri Oct 13 20:18:15 2023	1697253495	1	896	896	849
Fri Oct 13 20:18:16 2023	1697253496	0	897	897	760
Fri Oct 13 20:18:09 2023	1697253489	4	894	898	632
Fri Oct 13 20:18:13 2023	1697253493	0	899	899	620
Fri Oct 13 20:18:11 2023	1697253491	1	898	899	877
Fri Oct 13 20:18:05 2023	1697253485	0	899	899	630
Fri Oct 13 20:18:10 2023	1697253490	3	897	900	569
Fri Oct 13 20:18:09 2023	1697253489	0	900	900	664
Fri Oct 13 20:18:10 2023	1697253490	0	900	900	891
Fri Oct 13 20:18:06 2023	1697253486	0	900	900	732
Fri Oct 13 20:18:10 2023	1697253490	0	901	901	763
Fri Oct 13 20:18:09 2023	1697253489	0	901	901	762
Fri Oct 13 20:18:13 2023	1697253493	1	900	901	523
Fri Oct 13 20:18:11 2023	1697253491	1	900	901	882
Fri Oct 13 20:18:09 2023	1697253489	0	902	902	774
Fri Oct 13 20:18:17 2023	1697253497	0	904	904	864
Fri Oct 13 20:18:15 2023	1697253495	0	906	906	770
Fri Oct 13 20:18:15 2023	1697253495	0	907	907	836
Fri Oct 13 20:18:08 2023	1697253488	0	907	907	602
Fri Oct 13 20:18:10 2023	1697253490	0	907	907	835
Fri Oct 13 20:18:10 2023	1697253490	1	907	908	898
Fri Oct 13 20:18:05 2023	1697253485	0	911	911	522
Fri Oct 13 20:18:10 2023	1697253490	0	912	912	837
Fri Oct 13 20:18:10 2023	1697253490	0	912	912	735
Fri Oct 13 20:18:12 2023	1697253492	0	911	912	688
Fri Oct 13 20:18:13 2023	1697253493	0	913	913	521
Fri Oct 13 20:18:07 2023	1697253487	0	913	913	865
Fri Oct 13 20:18:12 2023	1697253492	0	913	913	895
Fri Oct 13 20:18:08 2023	1697253488	0	915	915	717
Fri Oct 13 20:18:09 2023	1697253489	0	915	915	841
Fri Oct 13 20:18:05 2023	1697253485	0	915	915	530
Fri Oct 13 20:18:15 2023	1697253495	0	917	917	788
Fri Oct 13 20:18:08 2023	1697253488	0	917	917	621
Fri Oct 13 20:18:10 2023	1697253490	0	917	917	755
Fri Oct 13 20:18:07 2023	1697253487	0	917	917	901
Fri Oct 13 20:18:13 2023	1697253493	1	917	918	724
Fri Oct 13 20:18:17 2023	1697253497	1	918	918	887
Fri Oct 13 20:18:12 2023	1697253492	1	918	919	815
Fri Oct 13 20:18:13 2023	1697253493	0	919	919	570
Fri Oct 13 20:18:16 2023	1697253496	0	919	919	835
Fri Oct 13 20:18:13 2023	1697253493	0	920	920	551
Fri Oct 13 20:18:15 2023	1697253495	0	920	920	891
Fri Oct 13 20:18:13 2023	1697253493	0	921	921	561
Fri Oct 13 20:18:16 2023	1697253496	0	923	923	792
Fri Oct 13 20:18:15 2023	1697253495	1	923	923	885
Fri Oct 13 20:18:17 2023	1697253497	0	923	923	915
Fri Oct 13 20:18:12 2023	1697253492	0	925	925	543
Fri Oct 13 20:18:08 2023	1697253488	1	926	926	728
Fri Oct 13 20:18:08 2023	1697253488	1	926	927	659
Fri Oct 13 20:18:07 2023	1697253487	0	927	927	850
Fri Oct 13 20:18:13 2023	1697253493	0	927	927	556
Fri Oct 13 20:18:13 2023	1697253493	0	928	928	562
Fri Oct 13 20:18:09 2023	1697253489	0	928	928	761
Fri Oct 13 20:18:10 2023	1697253490	0	929	929	546
Fri Oct 13 20:18:12 2023	1697253492	0	931	931	636
Fri Oct 13 20:18:15 2023	1697253495	1	931	931	914
Fri Oct 13 20:18:11 2023	1697253491	3	930	932	911
Fri Oct 13 20:18:15 2023	1697253495	0	933	933	872
Fri Oct 13 20:18:12 2023	1697253492	0	933	933	723
Fri Oct 13 20:18:09 2023	1697253489	0	934	934	776
Fri Oct 13 20:18:12 2023	1697253492	0	935	935	832
Fri Oct 13 20:18:08 2023	1697253488	2	933	935	341
Fri Oct 13 20:18:12 2023	1697253492	0	935	935	931
Fri Oct 13 20:18:12 2023	1697253492	0	935	935	737
Fri Oct 13 20:18:08 2023	1697253488	0	935	935	668
Fri Oct 13 20:18:17 2023	1697253497	0	936	936	782
Fri Oct 13 20:18:15 2023	1697253495	0	936	936	893
Fri Oct 13 20:18:12 2023	1697253492	0	938	938	797
Fri Oct 13 20:18:09 2023	1697253489	0	938	938	644
Fri Oct 13 20:18:16 2023	1697253496	0	939	939	902
Fri Oct 13 20:18:15 2023	1697253495	0	939	939	781
Fri Oct 13 20:18:05 2023	1697253485	0	939	939	497
Fri Oct 13 20:18:08 2023	1697253488	0	939	939	657
Fri Oct 13 20:18:12 2023	1697253492	0	940	940	723
Fri Oct 13 20:18:17 2023	1697253497	0	941	941	806
Fri Oct 13 20:18:15 2023	1697253495	0	942	942	769
Fri Oct 13 20:18:17 2023	1697253497	0	942	942	919
Fri Oct 13 20:18:10 2023	1697253490	1	941	942	836
Fri Oct 13 20:18:12 2023	1697253492	1	942	942	610
Fri Oct 13 20:18:10 2023	1697253490	1	941	942	885
Fri Oct 13 20:18:10 2023	1697253490	0	942	942	836
Fri Oct 13 20:18:15 2023	1697253495	0	943	943	828
Fri Oct 13 20:18:13 2023	1697253493	0	943	943	607
Fri Oct 13 20:18:15 2023	1697253495	0	943	943	927
Fri Oct 13 20:18:17 2023	1697253497	1	943	944	932
Fri Oct 13 20:18:12 2023	1697253492	0	944	944	634
Fri Oct 13 20:18:15 2023	1697253495	1	944	945	905
Fri Oct 13 20:18:12 2023	1697253492	0	945	945	756
Fri Oct 13 20:18:15 2023	1697253495	0	946	946	907
Fri Oct 13 20:18:07 2023	1697253487	8	938	946	823
Fri Oct 13 20:18:15 2023	1697253495	1	945	947	910
Fri Oct 13 20:18:15 2023	1697253495	1	946	947	878
Fri Oct 13 20:18:05 2023	1697253485	3	945	947	505
Fri Oct 13 20:18:15 2023	1697253495	0	947	947	864
Fri Oct 13 20:18:15 2023	1697253495	1	947	947	876
Fri Oct 13 20:18:12 2023	1697253492	1	947	948	853
Fri Oct 13 20:18:09 2023	1697253489	0	949	949	757
Fri Oct 13 20:18:10 2023	1697253490	0	949	949	771
Fri Oct 13 20:18:12 2023	1697253492	0	949	949	763
Fri Oct 13 20:18:08 2023	1697253488	1	949	949	575
Fri Oct 13 20:18:07 2023	1697253487	1	950	950	468
Fri Oct 13 20:18:08 2023	1697253488	0	951	951	360
Fri Oct 13 20:18:06 2023	1697253486	0	952	952	902
Fri Oct 13 20:18:12 2023	1697253492	0	952	952	850
Fri Oct 13 20:18:05 2023	1697253485	0	952	952	528
Fri Oct 13 20:18:12 2023	1697253492	0	952	952	747
Fri Oct 13 20:18:15 2023	1697253495	0	954	955	779
Fri Oct 13 20:18:17 2023	1697253497	1	955	955	944
Fri Oct 13 20:18:08 2023	1697253488	0	955	955	781
Fri Oct 13 20:18:13 2023	1697253493	0	957	957	622
Fri Oct 13 20:18:07 2023	1697253487	0	957	957	941
Fri Oct 13 20:18:15 2023	1697253495	0	958	958	881
Fri Oct 13 20:18:16 2023	1697253496	0	959	959	908
Fri Oct 13 20:18:12 2023	1697253492	0	959	959	715
Fri Oct 13 20:18:10 2023	1697253490	1	959	959	888
Fri Oct 13 20:18:12 2023	1697253492	1	959	959	930
Fri Oct 13 20:18:12 2023	1697253492	0	960	960	744
Fri Oct 13 20:18:07 2023	1697253487	0	961	961	941
Fri Oct 13 20:18:16 2023	1697253496	0	961	961	852
Fri Oct 13 20:18:10 2023	1697253490	7	954	961	533
Fri Oct 13 20:18:10 2023	1697253490	4	958	962	539
Fri Oct 13 20:18:08 2023	1697253488	1	963	964	693
Fri Oct 13 20:18:09 2023	1697253489	0	964	964	806
Fri Oct 13 20:18:16 2023	1697253496	0	964	964	823
Fri Oct 13 20:18:07 2023	1697253487	0	964	964	889
Fri Oct 13 20:18:08 2023	1697253488	0	965	965	698
Fri Oct 13 20:18:08 2023	1697253488	1	966	967	842
Fri Oct 13 20:18:10 2023	1697253490	0	967	967	533
Fri Oct 13 20:18:15 2023	1697253495	1	968	968	886
Fri Oct 13 20:18:10 2023	1697253490	0	968	968	950
Fri Oct 13 20:18:13 2023	1697253493	0	968	968	605
Fri Oct 13 20:18:15 2023	1697253495	0	968	968	895
Fri Oct 13 20:18:08 2023	1697253488	1	968	968	681
Fri Oct 13 20:18:15 2023	1697253495	1	969	970	897
Fri Oct 13 20:18:08 2023	1697253488	0	970	970	712
Fri Oct 13 20:18:17 2023	1697253497	0	971	971	961
Fri Oct 13 20:18:16 2023	1697253496	0	972	972	839
Fri Oct 13 20:18:15 2023	1697253495	0	973	973	918
Fri Oct 13 20:18:09 2023	1697253489	0	973	973	806
Fri Oct 13 20:18:05 2023	1697253485	2	971	973	488
Fri Oct 13 20:18:15 2023	1697253495	0	973	973	902
Fri Oct 13 20:18:15 2023	1697253495	1	974	975	935
Fri Oct 13 20:18:09 2023	1697253489	0	975	975	788
Fri Oct 13 20:18:09 2023	1697253489	0	975	975	820
Fri Oct 13 20:18:15 2023	1697253495	1	975	975	933
Fri Oct 13 20:18:13 2023	1697253493	0	975	975	594
Fri Oct 13 20:18:07 2023	1697253487	0	976	976	700
Fri Oct 13 20:18:16 2023	1697253496	0	977	977	816
Fri Oct 13 20:18:15 2023	1697253495	1	979	979	934
Fri Oct 13 20:18:09 2023	1697253489	0	979	979	825
Fri Oct 13 20:18:10 2023	1697253490	0	980	980	916
Fri Oct 13 20:18:07 2023	1697253487	0	981	981	906
Fri Oct 13 20:18:13 2023	1697253493	0	981	981	693
Fri Oct 13 20:18:15 2023	1697253495	1	981	981	949
Fri Oct 13 20:18:13 2023	1697253493	0	981	981	691
Fri Oct 13 20:18:17 2023	1697253497	0	982	982	917
Fri Oct 13 20:18:09 2023	1697253489	0	982	982	794
Fri Oct 13 20:18:12 2023	1697253492	0	983	983	680
Fri Oct 13 20:18:10 2023	1697253490	0	983	983	553
Fri Oct 13 20:18:13 2023	1697253493	0	983	983	831
Fri Oct 13 20:18:15 2023	1697253495	0	984	984	940
Fri Oct 13 20:18:05 2023	1697253485	0	984	984	711
Fri Oct 13 20:18:12 2023	1697253492	1	984	984	952
Fri Oct 13 20:18:10 2023	1697253490	1	984	985	916
Fri Oct 13 20:18:12 2023	1697253492	0	985	985	843
Fri Oct 13 20:18:10 2023	1697253490	0	987	987	546
Fri Oct 13 20:18:10 2023	1697253490	0	988	988	639
Fri Oct 13 20:18:05 2023	1697253485	0	989	989	535
Fri Oct 13 20:18:13 2023	1697253493	0	989	989	852
Fri Oct 13 20:18:13 2023	1697253493	0	991	991	602
Fri Oct 13 20:18:08 2023	1697253488	1	991	991	805
Fri Oct 13 20:18:05 2023	1697253485	0	991	991	514
Fri Oct 13 20:18:10 2023	1697253490	0	992	992	609
Fri Oct 13 20:18:17 2023	1697253497	0	993	993	937
Fri Oct 13 20:18:05 2023	1697253485	0	993	993	482
Fri Oct 13 20:18:10 2023	1697253490	8	986	993	636
Fri Oct 13 20:18:12 2023	1697253492	2	991	993	939
Fri Oct 13 20:18:13 2023	1697253493	0	994	994	781
Fri Oct 13 20:18:06 2023	1697253486	1	993	994	912
Fri Oct 13 20:18:15 2023	1697253495	0	994	994	960
Fri Oct 13 20:18:10 2023	1697253490	0	995	995	566
Fri Oct 13 20:18:10 2023	1697253490	0	995	995	566
Fri Oct 13 20:18:10 2023	1697253490	0	995	995	554
Fri Oct 13 20:18:12 2023	1697253492	0	995	995	963
Fri Oct 13 20:18:17 2023	1697253497	0	995	995	976
Fri Oct 13 20:18:16 2023	1697253496	0	996	996	570
Fri Oct 13 20:18:10 2023	1697253490	0	996	996	823
Fri Oct 13 20:18:16 2023	1697253496	0	996	996	983
Fri Oct 13 20:18:12 2023	1697253492	0	998	998	726
Fri Oct 13 20:18:10 2023	1697253490	0	998	998	650
Fri Oct 13 20:18:06 2023	1697253486	1	998	998	438
Fri Oct 13 20:18:16 2023	1697253496	0	999	999	569
Fri Oct 13 20:18:05 2023	1697253485	2	998	999	356
Fri Oct 13 20:18:13 2023	1697253493	0	1000	1000	662
Fri Oct 13 20:18:07 2023	1697253487	2	998	1000	902
Fri Oct 13 20:18:13 2023	1697253493	0	1001	1001	638
Fri Oct 13 20:18:10 2023	1697253490	0	1001	1001	868
Fri Oct 13 20:18:05 2023	1697253485	1	1001	1001	547
Fri Oct 13 20:18:17 2023	1697253497	0	1003	1003	992
Fri Oct 13 20:18:17 2023	1697253497	1	1002	1003	461
Fri Oct 13 20:18:10 2023	1697253490	3	1001	1004	772
Fri Oct 13 20:18:13 2023	1697253493	1	1003	1004	681
Fri Oct 13 20:18:13 2023	1697253493	0	1005	1005	520
Fri Oct 13 20:18:06 2023	1697253486	1	1007	1008	505
Fri Oct 13 20:18:12 2023	1697253492	0	1008	1008	742
Fri Oct 13 20:18:07 2023	1697253487	0	1009	1009	920
Fri Oct 13 20:18:13 2023	1697253493	0	1009	1009	721
Fri Oct 13 20:18:07 2023	1697253487	0	1011	1011	916
Fri Oct 13 20:18:10 2023	1697253490	0	1011	1011	877
Fri Oct 13 20:18:13 2023	1697253493	0	1012	1012	526
Fri Oct 13 20:18:13 2023	1697253493	0	1013	1013	673
Fri Oct 13 20:18:08 2023	1697253488	0	1013	1013	882
Fri Oct 13 20:18:17 2023	1697253497	0	1014	1014	474
Fri Oct 13 20:18:12 2023	1697253492	0	1014	1014	625
Fri Oct 13 20:18:07 2023	1697253487	0	1015	1015	901
Fri Oct 13 20:18:10 2023	1697253490	0	1015	1015	573
Fri Oct 13 20:18:13 2023	1697253493	1	1014	1015	636
Fri Oct 13 20:18:17 2023	1697253497	5	1011	1016	973
Fri Oct 13 20:18:16 2023	1697253496	0	1016	1016	954
Fri Oct 13 20:18:10 2023	1697253490	0	1017	1017	558
Fri Oct 13 20:18:13 2023	1697253493	0	1017	1017	889
Fri Oct 13 20:18:13 2023	1697253493	0	1017	1017	647
Fri Oct 13 20:18:12 2023	1697253492	0	1018	1018	947
Fri Oct 13 20:18:06 2023	1697253486	0	1019	1019	933
Fri Oct 13 20:18:05 2023	1697253485	1	1019	1020	557
Fri Oct 13 20:18:17 2023	1697253497	1	1020	1021	981
Fri Oct 13 20:18:06 2023	1697253486	0	1022	1022	949
Fri Oct 13 20:18:13 2023	1697253493	0	1022	1022	635
Fri Oct 13 20:18:06 2023	1697253486	0	1022	1022	925
Fri Oct 13 20:18:06 2023	1697253486	0	1022	1022	954
Fri Oct 13 20:18:12 2023	1697253492	13	1009	1022	931
Fri Oct 13 20:18:15 2023	1697253495	1	1022	1023	881
Fri Oct 13 20:18:13 2023	1697253493	0	1024	1024	628
Fri Oct 13 20:18:13 2023	1697253493	0	1024	1024	627
Fri Oct 13 20:18:10 2023	1697253490	0	1024	1024	586
Fri Oct 13 20:18:13 2023	1697253493	0	1027	1027	635
Fri Oct 13 20:18:13 2023	1697253493	0	1027	1027	634
Fri Oct 13 20:18:17 2023	1697253497	0	1028	1028	424
Fri Oct 13 20:18:07 2023	1697253487	0	1031	1031	919
Fri Oct 13 20:18:05 2023	1697253485	0	1032	1032	557
Fri Oct 13 20:18:10 2023	1697253490	0	1033	1033	670
Fri Oct 13 20:18:08 2023	1697253488	0	1033	1033	775
Fri Oct 13 20:18:13 2023	1697253493	0	1033	1033	546
Fri Oct 13 20:18:10 2023	1697253490	6	1028	1034	558
Fri Oct 13 20:18:05 2023	1697253485	3	1032	1035	530
Fri Oct 13 20:18:15 2023	1697253495	0	1037	1037	1019
Fri Oct 13 20:18:07 2023	1697253487	0	1040	1040	976
Fri Oct 13 20:18:05 2023	1697253485	0	1041	1041	543
Fri Oct 13 20:18:07 2023	1697253487	1	1042	1043	959
Fri Oct 13 20:18:08 2023	1697253488	0	1042	1043	582
Fri Oct 13 20:18:12 2023	1697253492	0	1043	1043	973
Fri Oct 13 20:18:13 2023	1697253493	0	1043	1043	649
Fri Oct 13 20:18:12 2023	1697253492	0	1046	1046	1021
Fri Oct 13 20:18:09 2023	1697253489	0	1046	1046	882
Fri Oct 13 20:18:12 2023	1697253492	0	1047	1047	983
Fri Oct 13 20:18:07 2023	1697253487	1	1047	1048	984
Fri Oct 13 20:18:07 2023	1697253487	0	1048	1048	993
Fri Oct 13 20:18:13 2023	1697253493	0	1048	1048	658
Fri Oct 13 20:18:17 2023	1697253497	0	1049	1049	565
Fri Oct 13 20:18:05 2023	1697253485	0	1050	1050	567
Fri Oct 13 20:18:17 2023	1697253497	0	1050	1050	1013
Fri Oct 13 20:18:17 2023	1697253497	0	1053	1053	997
Fri Oct 13 20:18:10 2023	1697253490	0	1056	1056	605
Fri Oct 13 20:18:10 2023	1697253490	0	1057	1057	625
Fri Oct 13 20:18:10 2023	1697253490	0	1057	1057	602
Fri Oct 13 20:18:16 2023	1697253496	0	1057	1057	1038
Fri Oct 13 20:18:05 2023	1697253485	0	1059	1059	694
Fri Oct 13 20:18:10 2023	1697253490	0	1061	1061	632
Fri Oct 13 20:18:16 2023	1697253496	3	1059	1062	1031
Fri Oct 13 20:18:12 2023	1697253492	0	1064	1064	985
Fri Oct 13 20:18:07 2023	1697253487	1	1064	1065	1012
Fri Oct 13 20:18:12 2023	1697253492	2	1064	1066	1031
Fri Oct 13 20:18:07 2023	1697253487	0	1069	1069	1008
Fri Oct 13 20:18:17 2023	1697253497	0	1070	1070	1030
Fri Oct 13 20:18:07 2023	1697253487	1	1069	1070	1049
Fri Oct 13 20:18:06 2023	1697253486	1	1070	1070	511
Fri Oct 13 20:18:05 2023	1697253485	0	1070	1070	569
Fri Oct 13 20:18:05 2023	1697253485	0	1071	1071	580
Fri Oct 13 20:18:10 2023	1697253490	0	1072	1072	620
Fri Oct 13 20:18:10 2023	1697253490	0	1072	1072	637
Fri Oct 13 20:18:16 2023	1697253496	1	1071	1073	1056
Fri Oct 13 20:18:10 2023	1697253490	1	1072	1073	633
Fri Oct 13 20:18:09 2023	1697253489	0	1074	1074	1056
Fri Oct 13 20:18:09 2023	1697253489	0	1074	1074	1057
Fri Oct 13 20:18:05 2023	1697253485	0	1076	1076	612
Fri Oct 13 20:18:05 2023	1697253485	0	1077	1077	612
Fri Oct 13 20:18:07 2023	1697253487	0	1080	1080	1059
Fri Oct 13 20:18:08 2023	1697253488	0	1080	1080	647
Fri Oct 13 20:18:07 2023	1697253487	0	1081	1081	1059
Fri Oct 13 20:18:05 2023	1697253485	1	1080	1081	671
Fri Oct 13 20:18:06 2023	1697253486	1	1082	1082	1000
Fri Oct 13 20:18:05 2023	1697253485	0	1083	1083	609
Fri Oct 13 20:18:10 2023	1697253490	1	1082	1083	558
Fri Oct 13 20:18:05 2023	1697253485	0	1083	1083	686
Fri Oct 13 20:18:05 2023	1697253485	0	1084	1084	487
Fri Oct 13 20:18:08 2023	1697253488	0	1084	1084	653
Fri Oct 13 20:18:16 2023	1697253496	0	1086	1086	1035
Fri Oct 13 20:18:08 2023	1697253488	0	1086	1086	864
Fri Oct 13 20:18:08 2023	1697253488	0	1087	1087	664
Fri Oct 13 20:18:12 2023	1697253492	0	1087	1087	1066
Fri Oct 13 20:18:10 2023	1697253490	0	1088	1088	639
Fri Oct 13 20:18:05 2023	1697253485	4	1085	1089	697
Fri Oct 13 20:18:10 2023	1697253490	0	1089	1089	508
Fri Oct 13 20:18:10 2023	1697253490	0	1089	1089	639
Fri Oct 13 20:18:10 2023	1697253490	0	1090	1090	541
Fri Oct 13 20:18:05 2023	1697253485	0	1090	1090	692
Fri Oct 13 20:18:05 2023	1697253485	0	1091	1091	683
Fri Oct 13 20:18:16 2023	1697253496	0	1093	1093	1029
Fri Oct 13 20:18:05 2023	1697253485	0	1093	1093	752
Fri Oct 13 20:18:06 2023	1697253486	1	1092	1093	1036
Fri Oct 13 20:18:05 2023	1697253485	2	1092	1093	611
Fri Oct 13 20:18:05 2023	1697253485	0	1094	1094	703
Fri Oct 13 20:18:05 2023	1697253485	2	1096	1098	726
Fri Oct 13 20:18:10 2023	1697253490	0	1098	1098	678
Fri Oct 13 20:18:05 2023	1697253485	0	1099	1099	687
Fri Oct 13 20:18:05 2023	1697253485	0	1099	1099	644
Fri Oct 13 20:18:05 2023	1697253485	0	1100	1100	784
Fri Oct 13 20:18:05 2023	1697253485	0	1101	1101	713
Fri Oct 13 20:18:17 2023	1697253497	0	1101	1101	1045
Fri Oct 13 20:18:05 2023	1697253485	0	1102	1102	714
Fri Oct 13 20:18:05 2023	1697253485	0	1103	1103	713
Fri Oct 13 20:18:06 2023	1697253486	0	1106	1106	1074
Fri Oct 13 20:18:05 2023	1697253485	0	1107	1107	792
Fri Oct 13 20:18:05 2023	1697253485	1	1106	1107	769
Fri Oct 13 20:18:05 2023	1697253485	0	1108	1108	807
Fri Oct 13 20:18:05 2023	1697253485	0	1109	1109	841
Fri Oct 13 20:18:05 2023	1697253485	4	1106	1110	830
Fri Oct 13 20:18:05 2023	1697253485	0	1110	1110	812
Fri Oct 13 20:18:07 2023	1697253487	0	1111	1111	974
Fri Oct 13 20:18:12 2023	1697253492	0	1112	1112	1079
Fri Oct 13 20:18:07 2023	1697253487	0	1113	1113	1040
Fri Oct 13 20:18:05 2023	1697253485	0	1114	1114	804
Fri Oct 13 20:18:07 2023	1697253487	2	1113	1116	1046
Fri Oct 13 20:18:05 2023	1697253485	0	1116	1116	844
Fri Oct 13 20:18:05 2023	1697253485	0	1117	1117	861
Fri Oct 13 20:18:08 2023	1697253488	0	1118	1118	560
Fri Oct 13 20:18:12 2023	1697253492	0	1120	1120	664
Fri Oct 13 20:18:05 2023	1697253485	2	1120	1122	841
Fri Oct 13 20:18:05 2023	1697253485	0	1128	1128	782
